Gene_id	Z_score
Tb927.7.2620	-3.31
Tb927.8.5180	-3.31
Tb927.5.3970	-3.31
Tb11.02.4270	-3.31
Tb927.4.360	-3.30
Tb09.160.0670	-3.30
Tb927.2.4460	-3.30
Tb927.2.5210	-3.30
Tb09.211.3850	-3.30
Tb927.5.3890	-3.30
Tb927.7.6420	-3.30
Tb11.47.0013	-3.30
Tb927.6.1850	-3.30
Tb09.160.3060	-3.29
Tb09.160.0760	-3.29
Tb11.03.0800	-3.29
Tb927.10.3770	-3.29
Tb11.01.0110	-3.29
Tb927.7.200	-3.29
Tb11.01.7310	-3.29
Tb927.3.4960	-3.28
Tb927.2.6180	-3.28
Tb927.8.2700	-3.27
Tb927.2.4560	-3.27
Tb927.2.150	-3.27
Tb927.10.14380	-3.26
Tb09.160.1000	-3.26
Tb927.3.1550	-3.26
Tb927.3.2930	-3.26
Tb927.8.3800	-3.26
Tb927.2.4240	-3.26
Tb11.01.8210	-3.26
Tb927.4.530	-3.25
Tb927.10.12700	-3.25
Tb927.7.6610	-3.25
Tb927.5.630	-3.25
Tb927.10.13200	-3.25
Tb927.10.16170	-3.25
Tb09.160.4020	-3.24
Tb09.211.1880	-3.24
Tb09.211.4010	-3.24
Tb11.01.7920	-3.24
Tb11.01.5235	-3.24
Tb927.3.1400	-3.23
Tb11.02.0480	-3.23
Tb11.01.6650	-3.23
Tb927.8.5290	-3.23
Tb927.8.5650	-3.23
Tb927.4.4890	-3.22
Tb927.7.2280	-3.22
Tb927.8.1720	-3.22
Tb927.10.2210	-3.22
Tb11.01.1070	-3.21
Tb927.6.1450	-3.21
Tb927.3.1360	-3.21
Tb927.4.820	-3.21
Tb11.02.2690	-3.20
Tb927.10.5640	-3.20
Tb927.7.690	-3.20
Tb927.4.4720	-3.20
Tb927.5.4410	-3.20
Tb927.8.2530	-3.20
Tb11.02.2160	-3.19
Tb927.7.5930	-3.18
Tb927.10.1770	-3.18
Tb927.10.3370	-3.18
Tb927.7.6670	-3.18
Tb927.10.15890	-3.18
Tb09.160.3220	-3.17
Tb927.4.1150	-3.17
Tb927.4.1370	-3.17
Tb927.5.3330	-3.17
Tb927.10.8200	-3.17
Tb927.8.2870	-3.17
Tb927.3.3060	-3.17
Tb927.10.7870	-3.16
Tb11.02.3540	-3.16
Tb927.10.15310	-3.16
Tb927.10.3470	-3.16
Tb927.6.5150	-3.16
Tb927.8.2710	-3.16
Tb11.02.0590	-3.15
Tb09.211.4320	-3.15
Tb927.8.5940	-3.15
Tb927.5.3680	-3.15
Tb11.01.6340	-3.15
Tb927.4.930	-3.14
Tb927.2.6220	-3.14
Tb927.8.1320	-3.13
Tb927.3.2690	-3.13
Tb927.10.11690	-3.13
Tb927.10.6090	-3.13
Tb927.1.3320	-3.13
Tb927.10.13840	-3.13
Tb927.5.1320	-3.13
Tb927.4.2480	-3.12
Tb927.8.830	-3.12
Tb927.6.4550	-3.12
Tb927.3.5120	-3.12
Tb11.01.3050	-3.12
Tb927.10.5820	-3.12
Tb11.01.0220	-3.12
Tb927.2.4920	-3.11
Tb927.10.9750	-3.11
Tb11.02.2180	-3.11
Tb927.10.9170	-3.11
Tb09.v2.0020	-3.11
Tb927.8.7490	-3.10
Tb927.10.8400	-3.10
Tb927.6.2670	-3.09
Tb927.1.3950	-3.09
Tb927.10.11380	-3.09
Tb927.1.1020	-3.09
Tb927.8.7130	-3.09
Tb11.01.8480	-3.09
Tb927.3.1720	-3.09
Tb927.8.1800	-3.09
Tb927.6.3580	-3.09
Tb927.3.1800	-3.08
Tb11.02.0660	-3.08
Tb927.5.2070	-3.08
Tb927.10.12760	-3.07
Tb927.4.600	-3.07
Tb927.8.3950	-3.06
Tb927.10.2850	-3.06
Tb927.8.6480	-3.06
Tb927.10.13510	-3.06
Tb927.5.690	-3.06
Tb927.10.9810	-3.06
Tb927.10.11820	-3.06
Tb11.02.5750	-3.05
Tb927.5.1500	-3.05
Tb927.3.4990	-3.05
Tb11.02.5440	-3.05
Tb927.3.890	-3.04
Tb11.01.6390	-3.03
Tb927.10.13070	-3.03
Tb927.10.3100	-3.03
Tb927.10.8360	-3.03
Tb927.4.2680	-3.03
Tb927.7.1440	-3.02
Tb927.7.7360	-3.02
Tb927.2.2380	-3.02
Tb927.10.15870	-3.01
Tb927.5.2130	-3.01
Tb927.4.4510	-3.01
Tb927.8.1700	-3.00
Tb927.8.590	-3.00
Tb927.6.1460	-3.00
Tb11.03.0370	-3.00
Tb11.47.0018	-3.00
Tb927.2.4670	-3.00
Tb927.3.3890	-3.00
Tb11.02.5430	-3.00
Tb927.10.9940	-2.99
Tb927.10.9850	-2.99
Tb927.7.4110	-2.99
Tb927.6.4760	-2.99
Tb927.1.3560	-2.99
Tb11.03.0910	-2.99
Tb11.01.7970	-2.99
Tb927.1.3230	-2.98
Tb927.5.3770	-2.98
Tb927.6.2150	-2.98
Tb927.7.1570	-2.97
Tb11.02.5630	-2.97
Tb927.10.5510	-2.97
Tb927.7.6200	-2.97
Tb927.3.4250	-2.97
Tb927.10.6710	-2.97
Tb09.160.0490	-2.97
Tb927.1.1840	-2.97
Tb11.01.4170	-2.97
Tb09.160.1210	-2.97
Tb09.211.3200	-2.97
Tb927.10.4290	-2.97
Tb927.8.2850	-2.97
Tb09.244.1840	-2.96
Tb927.5.1710	-2.96
Tb09.160.3210	-2.96
Tb11.01.0160	-2.96
Tb927.10.14810	-2.96
Tb927.8.5620	-2.96
Tb09.211.1670	-2.96
Tb927.4.1830	-2.95
Tb927.4.640	-2.95
Tb927.10.6440	-2.95
Tb927.5.980	-2.95
Tb927.7.6390	-2.95
Tb11.02.5190	-2.94
Tb11.01.8070	-2.94
Tb11.01.0270	-2.94
Tb927.4.3170	-2.94
Tb11.01.3670	-2.94
Tb927.3.3130	-2.94
Tb11.01.3610	-2.94
Tb927.7.2040	-2.94
Tb927.8.840	-2.93
Tb927.7.790	-2.93
Tb927.2.4420	-2.93
Tb09.211.1480	-2.93
Tb11.02.2760	-2.93
Tb927.10.7500	-2.93
Tb09.160.4640	-2.92
Tb927.6.650	-2.92
Tb927.10.3600	-2.92
Tb927.6.3340	-2.92
Tb927.2.6080	-2.92
Tb11.01.6770	-2.92
Tb927.10.1450	-2.92
Tb11.02.1310	-2.92
Tb11.01.3620	-2.92
Tb11.01.4640	-2.92
Tb927.3.4200	-2.91
Tb927.3.3670	-2.91
Tb927.4.4490	-2.91
Tb11.02.2470	-2.91
Tb927.8.2470	-2.91
Tb927.8.480	-2.91
Tb927.10.4680	-2.90
Tb927.6.1920	-2.90
Tb927.7.5620	-2.90
Tb927.10.13350	-2.90
Tb927.10.11230	-2.90
Tb927.2.900	-2.90
Tb09.211.4450	-2.89
Tb11.02.5080	-2.89
Tb927.8.5540	-2.89
Tb09.160.1980	-2.89
Tb09.211.2220	-2.89
Tb927.3.4740	-2.89
Tb927.6.3420	-2.89
Tb11.01.6910	-2.89
Tb927.5.1440	-2.89
Tb927.4.5030	-2.89
Tb927.2.3160	-2.89
Tb927.3.2210	-2.88
Tb927.3.650	-2.88
Tb927.10.11510	-2.88
Tb927.10.4660	-2.88
Tb11.01.8310	-2.88
Tb927.5.4300	-2.88
Tb927.1.4420	-2.88
Tb11.01.6720	-2.88
Tb11.01.0860	-2.88
Tb927.7.7190	-2.88
Tb927.8.7600	-2.87
Tb11.52.0003	-2.87
Tb927.7.6580	-2.87
Tb927.5.3650	-2.87
Tb09.160.4180	-2.86
Tb927.7.6780	-2.86
Tb09.211.2070	-2.86
Tb927.7.4620	-2.86
Tb927.3.2330	-2.86
Tb927.8.7530	-2.86
Tb927.10.7370	-2.85
Tb09.211.2440	-2.85
Tb11.01.1040	-2.85
Tb927.10.11680	-2.85
Tb927.5.3640	-2.85
Tb09.211.1170	-2.85
Tb927.1.1030	-2.85
Tb09.160.0440	-2.85
Tb927.5.1730	-2.85
Tb11.01.1590	-2.85
Tb11.03.0660	-2.85
Tb11.02.4590	-2.85
Tb927.10.11850	-2.85
Tb11.01.7380	-2.84
Tb927.10.5390	-2.84
Tb927.4.1710	-2.84
Tb11.02.5300	-2.84
Tb927.7.6590	-2.84
Tb09.160.2100	-2.84
Tb927.8.5360	-2.84
Tb927.7.2560	-2.83
Tb927.4.3010	-2.83
Tb927.10.8900	-2.83
Tb927.1.5030	-2.83
Tb11.01.8220	-2.82
Tb927.10.14490	-2.82
Tb927.6.2940	-2.82
Tb927.10.2970	-2.82
Tb927.10.8080	-2.82
Tb11.01.7480	-2.82
Tb927.6.3550	-2.82
Tb927.8.3320	-2.81
Tb927.2.2410	-2.81
Tb927.4.4600	-2.81
Tb927.5.770	-2.81
Tb927.3.4550	-2.81
Tb927.10.3850	-2.81
Tb11.01.7040	-2.80
Tb927.3.4180	-2.80
Tb11.01.1330	-2.80
Tb927.3.2400	-2.79
Tb927.2.2390	-2.79
Tb927.8.3550	-2.79
Tb11.01.1530	-2.79
Tb09.160.1710	-2.79
Tb09.211.3640	-2.79
Tb927.8.2500	-2.79
Tb927.10.11880	-2.79
Tb927.8.6100	-2.78
Tb927.5.1760	-2.78
Tb927.10.6540	-2.78
Tb927.10.580	-2.78
Tb927.8.1000	-2.78
Tb927.2.4130	-2.77
Tb11.01.7710	-2.77
Tb927.7.7150	-2.77
Tb11.01.6370	-2.77
Tb927.4.2290	-2.77
Tb09.211.1270	-2.77
Tb11.01.2910	-2.77
Tb09.160.0750	-2.76
Tb11.02.1010	-2.76
Tb927.3.5640	-2.76
Tb927.3.1910	-2.76
Tb09.160.3370	-2.75
Tb927.5.410	-2.75
Tb11.02.1940	-2.75
Tb927.7.3480	-2.75
Tb09.211.0950	-2.75
Tb11.02.2700	-2.75
Tb927.6.3970	-2.75
Tb09.160.0630	-2.75
Tb927.7.3000	-2.74
Tb927.10.5200	-2.74
Tb11.01.1930	-2.74
Tb927.8.7240	-2.74
Tb11.01.0710	-2.74
Tb11.01.4080	-2.74
Tb09.160.1100	-2.73
Tb927.10.3910	-2.73
Tb09.211.3650	-2.73
Tb927.1.1670	-2.72
Tb927.10.15540	-2.72
Tb927.6.4650	-2.72
Tb927.10.9310	-2.72
Tb11.18.0006	-2.72
Tb927.8.8210	-2.72
Tb927.3.3230	-2.71
Tb927.5.4530	-2.71
Tb927.6.1200	-2.71
Tb927.6.4350	-2.71
Tb927.2.2470	-2.71
Tb927.5.3000	-2.71
Tb11.03.0710	-2.71
Tb11.01.8030	-2.71
Tb927.3.4900	-2.71
Tb11.01.2830	-2.71
Tb927.2.4340	-2.70
Tb927.10.13250	-2.70
Tb11.03.0050	-2.70
Tb11.22.0003	-2.70
Tb09.160.3780	-2.70
Tb927.3.4260	-2.70
Tb11.02.2340	-2.70
Tb09.160.0970	-2.69
Tb927.4.2890	-2.69
Tb11.02.5680	-2.69
Tb927.2.2430	-2.69
Tb11.01.8300	-2.69
Tb927.6.2370	-2.69
Tb11.52.0019	-2.69
Tb11.01.0800	-2.68
Tb927.10.7190	-2.68
Tb927.6.1480	-2.68
Tb11.02.0340	-2.68
Tb927.7.6120	-2.68
Tb927.8.6510	-2.67
Tb927.10.4940	-2.67
Tb11.02.2460	-2.67
Tb927.6.930	-2.66
Tb927.10.10730	-2.66
Tb11.02.4150	-2.66
Tb927.7.900	-2.65
Tb927.2.1600	-2.65
Tb927.1.3050	-2.65
Tb927.3.1170	-2.65
Tb927.3.2320	-2.65
Tb09.160.1140	-2.64
Tb927.10.8090	-2.64
Tb11.01.1270	-2.64
Tb927.4.420	-2.64
Tb11.52.0017	-2.64
Tb927.6.2770	-2.64
Tb09.211.2750	-2.64
Tb927.2.6130	-2.64
Tb927.3.3160	-2.63
Tb09.160.5060	-2.63
Tb927.7.6710	-2.63
Tb927.3.1320	-2.62
Tb927.10.14900	-2.62
Tb927.10.15700	-2.62
Tb09.244.2750	-2.62
Tb11.01.0130	-2.62
Tb927.10.3390	-2.62
Tb927.1.3010	-2.61
Tb09.211.4730	-2.61
Tb927.7.5530	-2.61
Tb11.02.0420	-2.61
Tb11.01.0590	-2.60
Tb927.8.2610	-2.60
Tb927.10.3690	-2.60
Tb927.6.5200	-2.60
Tb927.10.810	-2.60
Tb09.211.1960	-2.59
Tb927.7.4270	-2.59
Tb927.6.370	-2.59
Tb927.2.2590	-2.58
Tb927.5.1750	-2.58
Tb927.7.6000	-2.58
Tb09.211.0160	-2.58
Tb927.1.3310	-2.58
Tb927.10.12310	-2.57
Tb11.01.3340	-2.56
Tb927.10.12220	-2.56
Tb927.8.7710	-2.56
Tb11.02.4060	-2.56
Tb11.01.8620	-2.56
Tb927.2.4160	-2.56
Tb927.3.2390	-2.56
Tb927.8.7780	-2.56
Tb927.6.3120	-2.56
Tb11.02.1910	-2.55
Tb927.6.560	-2.55
Tb927.4.5220	-2.55
Tb09.211.1760	-2.55
Tb927.10.6270	-2.55
Tb11.01.5950	-2.54
Tb11.55.0008	-2.54
Tb927.10.5320	-2.54
Tb927.5.700	-2.54
Tb927.4.3760	-2.54
Tb927.5.3870	-2.54
Tb927.6.1320	-2.54
Tb11.01.2380	-2.53
Tb927.10.3490	-2.53
Tb927.8.4360	-2.53
Tb927.8.7700	-2.53
Tb927.10.3230	-2.53
Tb927.8.4790	-2.52
Tb09.160.0360	-2.52
Tb927.3.3280	-2.52
Tb927.6.3010	-2.52
Tb927.10.8870	-2.52
Tb927.1.2020	-2.52
Tb11.02.0150	-2.51
Tb11.02.5310	-2.51
Tb09.160.0370	-2.51
Tb927.2.6240	-2.51
Tb927.7.5060	-2.51
Tb927.8.790	-2.51
Tb927.10.12030	-2.50
Tb927.10.6620	-2.50
Tb927.5.750	-2.50
Tb927.8.5230	-2.50
Tb11.01.4920	-2.50
Tb927.3.3090	-2.50
Tb11.01.1500	-2.50
Tb11.01.5060	-2.50
Tb09.160.5390	-2.49
Tb927.4.1610	-2.49
Tb927.8.5240	-2.49
Tb927.6.1160	-2.49
Tb927.2.5530	-2.49
Tb927.2.160	-2.49
Tb09.160.4200	-2.49
Tb927.5.450	-2.49
Tb11.02.4990	-2.49
Tb09.142.0350	-2.48
Tb927.1.2160	-2.48
Tb927.8.2910	-2.48
Tb927.7.4360	-2.48
Tb09.244.2890	-2.48
Tb927.10.3580	-2.47
Tb927.2.5980	-2.47
Tb11.02.1110	-2.47
Tb927.1.3110	-2.47
Tb927.10.2920	-2.47
Tb927.7.5200	-2.47
Tb11.01.4040	-2.46
Tb927.3.1090	-2.46
Tb927.2.5830	-2.46
Tb927.4.2300	-2.46
Tb927.5.3290	-2.46
Tb09.211.3040	-2.46
Tb927.4.3350	-2.45
Tb927.4.1970	-2.45
Tb927.4.3080	-2.45
Tb927.8.3480	-2.45
Tb09.160.1520	-2.45
Tb927.8.6930	-2.45
Tb927.5.4080	-2.44
Tb927.5.920	-2.44
Tb927.1.2710	-2.44
Tb927.5.4060	-2.44
Tb927.2.4720	-2.44
Tb927.4.3990	-2.44
Tb09.211.4770	-2.43
Tb927.1.780	-2.43
Tb11.01.5100	-2.43
Tb927.10.790	-2.43
Tb927.10.14170	-2.43
Tb927.10.13690	-2.42
Tb927.5.3070	-2.42
Tb927.4.2190	-2.42
Tb927.8.8270	-2.41
Tb927.3.5600	-2.41
Tb927.10.1940	-2.41
Tb11.02.1680	-2.41
Tb927.8.3340	-2.41
Tb927.7.2160	-2.41
Tb927.1.4700	-2.41
Tb11.01.4050	-2.41
Tb11.01.4440	-2.40
Tb927.4.1380	-2.40
Tb927.3.2670	-2.40
Tb927.2.1760	-2.40
Tb09.160.3090	-2.40
Tb927.7.6450	-2.40
Tb11.01.3530	-2.39
Tb11.02.0890	-2.39
Tb11.02.5040	-2.39
Tb927.7.6920	-2.39
Tb11.01.3540	-2.38
Tb927.7.5650	-2.38
Tb09.211.2160	-2.38
Tb09.160.0730	-2.38
Tb11.01.7440	-2.38
Tb11.02.1230	-2.38
Tb927.3.5400	-2.38
Tb927.8.7720	-2.38
Tb927.7.3700	-2.38
Tb927.7.4920	-2.37
Tb927.7.6110	-2.37
Tb927.2.3270	-2.37
Tb11.02.3000	-2.37
Tb927.5.640	-2.37
Tb927.2.5800	-2.37
Tb927.3.5320	-2.37
Tb927.8.1940	-2.37
Tb927.5.1240	-2.37
Tb09.160.0510	-2.37
Tb11.02.1280	-2.36
Tb09.160.1250	-2.36
Tb927.1.3040	-2.36
Tb927.4.2730	-2.36
Tb927.10.2590	-2.36
Tb11.01.5180	-2.36
Tb927.7.350	-2.36
Tb927.7.1420	-2.35
Tb927.7.5400	-2.35
Tb927.10.13030	-2.35
Tb11.01.1540	-2.35
Tb927.7.1410	-2.35
Tb927.4.1410	-2.35
Tb927.5.2160	-2.35
Tb927.3.670	-2.35
Tb927.8.3640	-2.35
Tb927.2.3910	-2.35
Tb11.55.0012	-2.35
Tb927.5.680	-2.35
Tb927.10.8150	-2.35
Tb927.10.2200	-2.34
Tb927.10.1380	-2.34
Tb927.7.5470	-2.34
Tb927.3.5240	-2.34
Tb927.8.6710	-2.33
Tb927.8.1580	-2.33
Tb09.211.0070	-2.33
Tb927.10.15490	-2.33
Tb927.5.3660	-2.33
Tb927.4.4150	-2.32
Tb927.2.5080	-2.32
Tb927.4.1750	-2.32
Tb927.8.7560	-2.32
Tb927.1.490	-2.32
Tb927.1.640	-2.32
Tb927.10.5470	-2.32
Tb11.01.3990	-2.32
Tb927.6.3680	-2.31
Tb11.01.4270	-2.31
Tb11.02.0220	-2.31
Tb927.10.7410	-2.31
Tb927.7.7040	-2.31
Tb927.7.560	-2.31
Tb927.7.1430	-2.31
Tb927.2.4410	-2.31
Tb927.10.15290	-2.31
Tb11.02.5350	-2.30
Tb927.10.9900	-2.30
Tb927.10.3130	-2.30
Tb09.244.2830	-2.30
Tb927.7.1210	-2.30
Tb927.4.3850	-2.30
Tb11.02.2550	-2.30
Tb927.4.4140	-2.29
Tb927.10.12620	-2.29
Tb11.02.4090	-2.29
Tb11.01.3470	-2.29
Tb927.6.3640	-2.29
Tb11.01.0320	-2.29
Tb927.3.3800	-2.29
Tb927.10.11910	-2.29
Tb11.01.3720	-2.29
Tb927.8.4200	-2.28
Tb11.01.4703	-2.28
Tb11.02.2100	-2.28
Tb11.01.4590	-2.28
Tb09.244.2670	-2.28
Tb927.10.2470	-2.28
Tb927.8.5550	-2.28
Tb09.211.2920	-2.28
Tb927.7.6820	-2.27
Tb927.4.4500	-2.27
Tb11.01.1610	-2.27
Tb927.8.3440	-2.27
Tb11.01.2400	-2.26
Tb927.6.4710	-2.26
Tb927.7.3510	-2.26
Tb927.8.5640	-2.26
Tb927.7.630	-2.26
Tb927.5.3220	-2.25
Tb09.160.1330	-2.25
Tb09.211.4720	-2.25
Tb09.211.4870	-2.25
Tb927.8.3700	-2.25
Tb927.4.3180	-2.25
Tb927.10.9860	-2.25
Tb927.7.4570	-2.24
Tb927.6.1110	-2.24
Tb927.7.1220	-2.24
Tb927.10.10130	-2.24
Tb11.01.4180	-2.24
Tb927.8.1210	-2.24
Tb927.3.4560	-2.24
Tb927.2.3610	-2.24
Tb11.02.2480	-2.24
Tb927.7.3430	-2.23
Tb927.5.2900	-2.23
Tb927.8.6340	-2.23
Tb11.03.0400	-2.23
Tb09.211.4840	-2.23
Tb11.01.6480	-2.23
Tb927.5.2170	-2.23
Tb11.02.3640	-2.23
Tb927.8.7500	-2.23
Tb927.10.4590	-2.23
Tb927.4.1420	-2.23
Tb927.10.9000	-2.22
Tb09.244.2190	-2.22
Tb09.160.4300	-2.22
Tb927.2.2510	-2.22
Tb927.1.1140	-2.22
Tb927.4.4960	-2.22
Tb927.5.1490	-2.22
Tb927.6.3630	-2.21
Tb927.5.730	-2.21
Tb11.01.6260	-2.21
Tb927.4.1130	-2.21
Tb927.10.8050	-2.21
Tb927.8.5440	-2.20
Tb11.01.5225	-2.20
Tb09.160.2410	-2.20
Tb11.02.4540	-2.20
Tb927.6.540	-2.20
Tb11.02.5070	-2.20
Tb927.8.5150	-2.20
Tb927.7.6660	-2.20
Tb927.8.5410	-2.20
Tb927.4.2410	-2.20
Tb927.6.1690	-2.20
Tb927.10.4780	-2.20
Tb09.160.2160	-2.19
Tb927.7.3730	-2.18
Tb11.01.6570	-2.18
Tb927.6.5020	-2.18
Tb09.160.4720	-2.18
Tb927.2.3800	-2.18
Tb927.6.4310	-2.18
Tb927.3.3980	-2.18
Tb927.10.14210	-2.18
Tb927.10.4800	-2.18
Tb11.02.2240	-2.17
Tb927.10.12560	-2.17
Tb927.4.680	-2.17
Tb11.01.3930	-2.17
Tb09.160.5120	-2.17
Tb927.5.2550	-2.17
Tb11.01.6420	-2.17
Tb11.02.4670	-2.17
Tb09.v1.0650	-2.16
Tb927.6.4720	-2.16
Tb927.8.7310	-2.16
Tb927.3.4020	-2.16
Tb927.3.4190	-2.16
Tb09.211.4910	-2.16
Tb927.3.1600	-2.16
Tb927.1.470	-2.16
Tb927.4.3390	-2.16
Tb927.5.3080	-2.16
Tb927.10.11360	-2.15
Tb09.160.2150	-2.15
Tb09.160.3530	-2.15
Tb09.211.4440	-2.15
Tb927.3.4030	-2.15
Tb09.160.3830	-2.15
Tb927.6.4150	-2.14
Tb927.2.5860	-2.14
Tb927.4.5070	-2.14
Tb11.01.6280	-2.14
Tb927.3.5140	-2.13
Tb11.02.4660	-2.13
Tb927.8.6720	-2.13
Tb927.8.5790	-2.13
Tb927.10.11160	-2.13
Tb927.10.11140	-2.12
Tb11.02.2260	-2.12
Tb927.4.2470	-2.12
Tb927.5.2960	-2.12
Tb11.01.1910	-2.11
Tb09.244.2390	-2.11
Tb927.6.2890	-2.11
Tb927.10.10170	-2.11
Tb09.160.1370	-2.11
Tb11.02.2940	-2.11
Tb11.02.3140	-2.11
Tb09.160.5490	-2.11
Tb927.7.1890	-2.11
Tb927.8.6430	-2.10
Tb927.10.2460	-2.10
Tb927.7.1240	-2.10
Tb927.7.4590	-2.10
Tb09.211.0300	-2.09
Tb927.8.1710	-2.09
Tb927.3.1300	-2.09
Tb927.7.1790	-2.09
Tb927.6.2580	-2.09
Tb927.4.4160	-2.09
Tb11.02.0330	-2.09
Tb927.8.6890	-2.09
Tb927.10.15500	-2.09
Tb09.211.2620	-2.08
Tb927.10.9690	-2.08
Tb927.5.1650	-2.07
Tb927.8.6670	-2.07
Tb09.211.4510	-2.07
Tb09.v1.0370	-2.07
Tb927.2.2970	-2.07
Tb09.160.0850	-2.07
Tb11.02.1880	-2.07
Tb11.01.1720	-2.07
Tb927.10.5750	-2.06
Tb927.10.7260	-2.06
Tb927.4.4760	-2.05
Tb927.7.3710	-2.05
Tb927.10.15880	-2.05
Tb927.5.1010	-2.05
Tb927.7.5110	-2.05
Tb927.6.1750	-2.05
Tb11.01.2390	-2.05
Tb927.4.1260	-2.05
Tb09.211.2810	-2.05
Tb927.4.5100	-2.04
Tb09.160.1680	-2.04
Tb11.01.4780	-2.04
Tb927.10.13580	-2.04
Tb09.160.2020	-2.03
Tb927.7.640	-2.03
Tb927.10.8680	-2.03
Tb927.10.4650	-2.03
Tb11.02.3200	-2.03
Tb927.3.4160	-2.03
Tb927.8.5300	-2.03
Tb927.10.5730	-2.03
Tb09.211.4950	-2.03
Tb927.10.1020	-2.03
Tb927.10.8570	-2.02
Tb11.01.5090	-2.02
Tb927.8.580	-2.02
Tb927.6.4050	-2.02
Tb927.10.10690	-2.02
Tb927.8.1100	-2.02
Tb09.160.2350	-2.02
Tb11.01.4840	-2.02
Tb927.10.7400	-2.02
Tb927.8.7050	-2.02
Tb927.7.1760	-2.02
Tb927.10.9760	-2.01
Tb927.7.3830	-2.01
Tb927.1.2120	-2.01
Tb11.02.4920	-2.01
Tb927.6.4570	-2.01
Tb11.02.4730	-2.01
Tb11.02.3380	-2.01
Tb927.5.520	-2.01
Tb11.03.0040	-2.01
Tb11.01.7800	-2.00
Tb927.7.5510	-2.00
Tb927.10.950	-2.00
Tb927.10.4600	-2.00
Tb11.01.2050	-2.00
Tb11.01.4390	-2.00
Tb927.10.7970	-2.00
Tb927.2.4930	-2.00
Tb11.03.0815	-1.99
Tb927.4.770	-1.99
Tb927.3.600	-1.99
Tb927.10.9040	-1.99
Tb927.7.6220	-1.99
Tb927.7.5720	-1.99
Tb927.4.5320	-1.99
Tb11.02.2300	-1.99
Tb927.1.2320	-1.99
Tb927.10.10420	-1.99
Tb09.160.1830	-1.99
Tb927.3.1230	-1.99
Tb927.1.1540	-1.99
Tb11.02.0240	-1.99
Tb927.7.1780	-1.99
Tb927.8.4260	-1.99
Tb927.10.2300	-1.98
Tb927.7.7380	-1.98
Tb09.160.0450	-1.98
Tb927.7.1620	-1.98
Tb927.5.2480	-1.98
Tb927.6.4130	-1.98
Tb927.10.10610	-1.98
Tb11.47.0030	-1.98
Tb927.10.7100	-1.97
Tb09.211.2090	-1.97
Tb11.01.4660	-1.97
Tb927.7.5210	-1.97
Tb09.211.4210	-1.97
Tb927.3.5500	-1.97
Tb09.211.4680	-1.96
Tb927.10.12170	-1.96
Tb927.7.5280	-1.96
Tb927.8.2810	-1.95
Tb927.10.6300	-1.95
Tb927.3.3430	-1.95
Tb11.02.0540	-1.95
Tb11.02.4230	-1.95
Tb927.10.7980	-1.95
Tb927.6.2020	-1.95
Tb11.02.1920	-1.95
Tb927.10.3120	-1.95
Tb09.160.5160	-1.95
Tb927.8.1610	-1.95
Tb09.244.2050	-1.95
Tb927.6.3900	-1.95
Tb927.5.3020	-1.95
Tb11.02.3720	-1.95
Tb927.8.3130	-1.95
Tb927.10.420	-1.94
Tb11.02.0450	-1.94
Tb11.01.1030	-1.94
Tb11.01.7860	-1.94
Tb927.6.4420	-1.94
Tb927.4.5340	-1.94
Tb927.5.2650	-1.94
Tb09.160.2890	-1.94
Tb927.10.11190	-1.93
Tb09.244.1960	-1.93
Tb927.1.4180	-1.93
Tb11.01.0540	-1.93
Tb927.7.3350	-1.93
Tb09.160.3380	-1.92
Tb927.10.5050	-1.92
Tb927.7.2400	-1.92
Tb927.7.5810	-1.92
Tb927.7.940	-1.92
Tb11.01.5195	-1.92
Tb927.3.2000	-1.92
Tb927.7.3640	-1.92
Tb927.1.1660	-1.91
Tb927.10.1530	-1.91
Tb09.160.4400	-1.91
Tb927.8.6860	-1.90
Tb927.10.4260	-1.90
Tb927.6.3110	-1.90
Tb927.6.4210	-1.90
Tb927.10.15040	-1.90
Tb927.4.2510	-1.89
Tb927.8.1860	-1.89
Tb927.7.2260	-1.89
Tb927.5.3140	-1.89
Tb11.02.1550	-1.89
Tb927.7.460	-1.88
Tb927.4.2120	-1.88
Tb927.8.5200	-1.88
Tb11.01.0610	-1.88
Tb927.7.4170	-1.88
Tb11.01.5130	-1.88
Tb927.10.1270	-1.88
Tb927.7.2130	-1.88
Tb11.01.7030	-1.88
Tb927.10.16080	-1.87
Tb927.10.10110	-1.87
Tb927.10.3010	-1.87
Tb927.1.2230	-1.87
Tb11.02.4110	-1.87
Tb927.3.5280	-1.87
Tb927.7.6150	-1.86
Tb927.6.2680	-1.86
Tb927.10.8380	-1.86
Tb11.v4.0001	-1.86
Tb927.7.6180	-1.86
Tb11.01.5040	-1.86
Tb11.02.5480	-1.86
Tb11.39.0005	-1.86
Tb927.10.8020	-1.85
Tb09.211.0200	-1.85
Tb11.01.4470	-1.85
Tb11.01.5790	-1.85
Tb927.8.7830	-1.85
Tb927.7.4600	-1.85
Tb11.01.6010	-1.85
Tb927.3.4050	-1.85
Tb927.4.4190	-1.85
Tb927.7.6690	-1.85
Tb927.1.3910	-1.85
Tb927.4.4250	-1.84
Tb927.1.3840	-1.84
Tb927.1.3940	-1.84
Tb927.7.980	-1.84
Tb09.211.2940	-1.84
Tb11.46.0005	-1.84
Tb927.10.2660	-1.84
Tb11.01.7290	-1.83
Tb927.10.12930	-1.83
Tb927.4.1190	-1.83
