Gene_id	Z_score
Tb927.7.7080	-1.83
Tb927.1.2820	-1.83
Tb927.10.6410	-1.83
Tb11.02.1980	-1.83
Tb11.02.3470	-1.83
Tb927.5.2820	-1.83
Tb927.8.5510	-1.83
Tb927.5.2700	-1.83
Tb09.211.3900	-1.82
Tb927.5.3860	-1.82
Tb927.3.3440	-1.82
Tb927.2.3750	-1.82
Tb11.01.1160	-1.82
Tb927.1.4340	-1.82
Tb927.6.750	-1.82
Tb09.160.0720	-1.81
Tb927.10.1870	-1.81
Tb927.4.1870	-1.81
Tb927.5.3370	-1.80
Tb927.3.2680	-1.80
Tb11.02.4900	-1.80
Tb11.01.6290	-1.80
Tb927.8.4940	-1.80
Tb927.7.810	-1.79
Tb927.8.1990	-1.79
Tb11.02.5400	-1.79
Tb927.5.510	-1.79
Tb11.01.6450	-1.79
Tb927.2.2260	-1.78
Tb927.10.3340	-1.78
Tb927.10.470	-1.78
Tb927.7.1290	-1.78
Tb927.4.4810	-1.78
Tb927.10.13670	-1.78
Tb927.7.4690	-1.78
Tb11.02.1440	-1.77
Tb927.10.1110	-1.77
Tb927.3.4870	-1.77
Tb927.10.16120	-1.77
Tb11.01.7095	-1.77
Tb09.160.1400	-1.77
Tb927.2.4980	-1.77
Tb927.8.6380	-1.76
Tb11.01.8520	-1.76
Tb927.7.5260	-1.76
Tb927.4.4030	-1.76
Tb927.4.4350	-1.76
Tb927.10.9180	-1.76
Tb11.12.0010	-1.75
Tb927.7.6130	-1.75
Tb927.10.5950	-1.75
Tb927.3.1220	-1.75
Tb927.10.7130	-1.75
Tb927.10.5040	-1.75
Tb927.10.6780	-1.75
Tb927.7.2150	-1.75
Tb09.211.0820	-1.75
Tb927.8.1160	-1.74
Tb09.211.4900	-1.74
Tb11.02.2330	-1.74
Tb927.10.12110	-1.74
Tb927.6.4390	-1.74
Tb927.4.1060	-1.73
Tb11.01.2140	-1.73
Tb927.7.7280	-1.73
Tb927.10.10220	-1.73
Tb927.7.4560	-1.72
Tb927.7.1720	-1.72
Tb927.2.5710	-1.72
Tb11.01.5530	-1.72
Tb927.1.4400	-1.72
Tb927.4.5190	-1.72
Tb927.6.2610	-1.72
Tb927.2.5750	-1.72
Tb09.160.4130	-1.71
Tb11.02.0430	-1.71
Tb927.7.2610	-1.71
Tb927.7.4190	-1.71
Tb927.8.4620	-1.71
Tb927.8.2130	-1.71
Tb927.3.3170	-1.71
Tb927.10.14500	-1.71
Tb927.8.1870	-1.70
Tb927.5.2780	-1.70
Tb11.02.5530	-1.70
Tb927.8.2080	-1.70
Tb927.7.7240	-1.70
Tb927.5.2360	-1.69
Tb927.4.2850	-1.69
Tb11.02.3020	-1.69
Tb927.8.6350	-1.69
Tb927.3.2740	-1.68
Tb927.1.5260	-1.68
Tb927.10.4090	-1.68
Tb11.02.3860	-1.68
Tb11.01.4480	-1.68
Tb927.3.2550	-1.68
Tb927.3.1810	-1.68
Tb927.10.11470	-1.68
Tb927.8.1850	-1.68
Tb927.8.3040	-1.68
Tb927.6.1550	-1.68
Tb11.01.3270	-1.68
Tb927.8.1650	-1.67
Tb927.6.3040	-1.67
Tb927.8.1520	-1.67
Tb927.10.3460	-1.67
Tb11.47.0017	-1.67
Tb927.8.4840	-1.67
Tb927.10.7140	-1.67
Tb09.211.3660	-1.66
Tb927.10.7820	-1.66
Tb11.02.2270	-1.66
Tb927.3.2180	-1.66
Tb11.01.2886	-1.66
Tb927.10.12150	-1.66
Tb927.10.6580	-1.66
Tb927.4.460	-1.66
Tb927.8.4850	-1.66
Tb927.8.8220	-1.65
Tb927.4.4540	-1.65
Tb927.7.710	-1.65
Tb11.01.1420	-1.65
Tb11.01.7280	-1.65
Tb927.4.3090	-1.65
Tb11.02.1170	-1.65
Tb927.8.8340	-1.65
Tb927.4.1170	-1.65
Tb927.8.4810	-1.65
Tb09.211.0540	-1.64
Tb11.02.4190	-1.64
Tb09.160.2540	-1.64
Tb927.10.9140	-1.64
Tb927.4.3100	-1.64
Tb927.3.5340	-1.64
Tb927.10.3220	-1.63
Tb927.8.4510	-1.63
Tb09.211.2190	-1.63
Tb11.02.4810	-1.63
Tb11.02.2250	-1.63
Tb09.160.4450	-1.63
Tb11.03.0435	-1.63
Tb11.02.5360	-1.62
Tb11.02.0410	-1.62
Tb927.7.3770	-1.62
Tb927.10.2540	-1.62
Tb09.160.4750	-1.62
Tb11.01.0140	-1.62
Tb927.6.4930	-1.62
Tb927.2.2950	-1.61
Tb927.7.4300	-1.61
Tb11.01.6960	-1.61
Tb927.5.3810	-1.61
Tb927.4.5160	-1.61
Tb11.02.4760	-1.61
Tb927.5.2400	-1.61
Tb927.10.12550	-1.61
Tb11.02.1190	-1.61
Tb09.160.3740	-1.60
Tb927.3.2640	-1.60
Tb927.10.1180	-1.60
Tb927.3.1630	-1.60
Tb927.10.320	-1.60
Tb927.7.1060	-1.60
Tb927.8.4550	-1.59
Tb09.160.3760	-1.59
Tb927.4.4920	-1.59
Tb927.2.5290	-1.59
Tb927.8.5950	-1.59
Tb927.10.14250	-1.59
Tb927.5.2520	-1.58
Tb927.6.350	-1.58
Tb927.8.2120	-1.58
Tb927.8.4470	-1.58
Tb927.7.5840	-1.58
Tb927.5.3460	-1.58
Tb09.211.1620	-1.58
Tb927.5.2030	-1.58
Tb927.10.1740	-1.58
Tb927.8.8030	-1.57
Tb927.7.7320	-1.57
Tb09.211.2870	-1.57
Tb927.8.6950	-1.57
Tb09.160.3890	-1.57
Tb927.4.1740	-1.57
Tb927.10.7230	-1.56
Tb927.7.2580	-1.56
Tb927.8.7950	-1.56
Tb09.244.2660	-1.56
Tb927.10.6130	-1.56
Tb927.3.1330	-1.56
Tb927.4.1320	-1.56
Tb09.160.3910	-1.56
Tb927.5.3910	-1.55
Tb09.244.2820	-1.55
Tb09.160.3490	-1.55
Tb11.01.6410	-1.55
Tb11.02.1430	-1.55
Tb927.10.9120	-1.55
Tb11.01.2720	-1.55
Tb927.1.3550	-1.55
Tb927.7.6840	-1.54
Tb927.6.4200	-1.54
Tb927.5.3820	-1.54
Tb927.6.4950	-1.54
Tb11.02.5590	-1.54
Tb927.3.1590	-1.54
Tb927.8.3300	-1.54
Tb927.10.12050	-1.54
Tb927.5.4310	-1.54
Tb11.01.6710	-1.54
Tb11.01.1440	-1.54
Tb927.10.14870	-1.53
Tb11.02.4480	-1.53
Tb09.244.2770	-1.53
Tb927.5.2590	-1.52
Tb927.5.3500	-1.52
Tb927.8.2520	-1.52
Tb927.3.1200	-1.52
Tb927.1.4760	-1.51
Tb927.5.1840	-1.51
Tb11.02.4910	-1.51
Tb927.3.730	-1.51
Tb11.01.5170	-1.51
Tb11.01.5220	-1.51
Tb927.5.1470	-1.51
Tb927.7.1250	-1.50
Tb927.10.8340	-1.50
Tb927.5.3060	-1.50
Tb11.02.0390	-1.50
Tb927.4.2830	-1.50
Tb11.01.0650	-1.50
Tb11.02.1000	-1.50
Tb927.10.11610	-1.50
Tb927.6.3860	-1.50
Tb11.02.3100	-1.50
Tb927.6.3960	-1.50
Tb927.6.3250	-1.50
Tb927.3.5780	-1.50
Tb11.01.7540	-1.49
Tb927.1.1310	-1.49
Tb927.7.330	-1.49
Tb09.160.2360	-1.49
Tb927.5.3540	-1.49
Tb927.10.8250	-1.48
Tb11.01.3190	-1.48
Tb11.02.4250	-1.48
Tb927.4.3770	-1.48
Tb927.10.660	-1.48
Tb927.1.3170	-1.48
Tb927.4.1580	-1.47
Tb11.02.0440	-1.47
Tb927.10.8210	-1.47
Tb927.10.12260	-1.47
Tb927.4.4660	-1.47
Tb927.3.4680	-1.47
Tb09.160.3150	-1.46
Tb927.10.14430	-1.46
Tb927.10.10050	-1.46
Tb927.7.250	-1.46
Tb11.02.1760	-1.46
Tb927.3.3960	-1.46
Tb927.4.610	-1.46
Tb927.8.1960	-1.46
Tb927.4.3720	-1.45
Tb09.160.5050	-1.45
Tb11.02.0830	-1.45
Tb11.47.0033	-1.45
Tb11.01.8500	-1.45
Tb09.211.4980	-1.45
Tb927.8.6970	-1.45
Tb927.6.1930	-1.45
Tb09.211.4710	-1.45
Tb09.211.0790	-1.45
Tb927.7.5130	-1.44
Tb927.10.15810	-1.44
Tb927.10.15510	-1.44
Tb927.8.2510	-1.44
Tb927.10.11020	-1.43
Tb11.01.2010	-1.43
Tb927.4.720	-1.43
Tb927.4.4100	-1.43
Tb927.10.14130	-1.43
Tb927.8.2110	-1.43
Tb927.7.2540	-1.43
Tb927.10.12090	-1.43
Tb927.10.3610	-1.42
Tb927.7.670	-1.42
Tb927.3.5410	-1.42
Tb09.211.3020	-1.42
Tb11.03.0260	-1.42
Tb927.10.3670	-1.42
Tb11.01.2280	-1.42
Tb11.01.7100	-1.42
Tb927.5.500	-1.42
Tb927.10.2450	-1.42
Tb927.5.890	-1.41
Tb927.6.4680	-1.41
Tb927.3.1480	-1.41
Tb927.5.940	-1.40
Tb927.3.4450	-1.40
Tb11.01.8050	-1.40
Tb11.01.8600	-1.40
Tb927.6.1250	-1.40
Tb927.4.1640	-1.40
Tb11.02.1320	-1.39
Tb11.01.1800	-1.39
Tb927.5.880	-1.39
Tb927.4.2760	-1.38
Tb927.10.1320	-1.38
Tb11.01.2740	-1.38
Tb927.1.1530	-1.38
Tb09.160.0740	-1.38
Tb11.01.0510	-1.38
Tb927.3.3200	-1.38
Tb927.3.3900	-1.38
Tb927.8.4410	-1.38
Tb927.4.2500	-1.38
Tb11.02.1100	-1.38
Tb927.10.12060	-1.38
Tb927.10.14150	-1.37
Tb927.10.6140	-1.37
Tb927.5.3270	-1.37
Tb09.142.0450	-1.37
Tb927.5.470	-1.36
Tb927.6.1080	-1.36
Tb927.6.3430	-1.36
Tb09.211.3500	-1.36
Tb927.6.2790	-1.36
Tb927.10.5420	-1.36
Tb927.4.4640	-1.36
Tb11.01.7360	-1.35
Tb927.8.2360	-1.35
Tb927.10.6640	-1.35
Tb11.01.5890	-1.35
Tb927.6.1580	-1.35
Tb927.10.8880	-1.35
Tb927.2.3580	-1.34
Tb11.01.0240	-1.34
Tb927.5.1310	-1.34
Tb927.3.1460	-1.34
Tb11.02.3920	-1.34
Tb927.3.3560	-1.34
Tb11.01.0090	-1.34
Tb927.10.11290	-1.33
Tb11.01.7880	-1.33
Tb11.55.0025	-1.33
Tb927.6.4180	-1.33
Tb927.8.8320	-1.33
Tb927.10.8120	-1.32
Tb11.02.3010	-1.32
Tb927.1.3880	-1.32
Tb927.7.4400	-1.32
Tb927.10.5130	-1.32
Tb927.4.590	-1.32
Tb11.02.0940	-1.31
Tb927.2.3180	-1.31
Tb09.211.2560	-1.31
Tb09.160.4690	-1.31
Tb927.8.1810	-1.31
Tb927.10.7000	-1.31
Tb927.10.14400	-1.31
Tb927.10.13630	-1.31
Tb11.57.0005	-1.30
Tb927.8.5450	-1.30
Tb11.01.2950	-1.30
Tb09.160.5040	-1.30
Tb927.7.6950	-1.30
Tb927.10.10200	-1.29
Tb927.7.6550	-1.29
Tb927.10.6180	-1.29
Tb927.10.3570	-1.29
Tb927.10.6770	-1.29
Tb927.4.1120	-1.28
Tb927.10.14230	-1.28
Tb927.10.920	-1.28
Tb927.3.4150	-1.28
Tb09.211.3370	-1.28
Tb927.8.3590	-1.28
Tb927.8.2210	-1.28
Tb927.10.10330	-1.28
Tb09.211.4560	-1.27
Tb927.1.2700	-1.27
Tb927.5.3750	-1.27
Tb927.7.2070	-1.27
Tb927.10.3710	-1.27
Tb11.52.0005	-1.27
Tb927.8.4960	-1.26
Tb927.8.6190	-1.26
Tb927.10.5760	-1.26
Tb09.211.0350	-1.26
Tb927.4.3440	-1.26
Tb927.8.7460	-1.26
Tb927.10.12290	-1.26
Tb11.02.3430	-1.26
Tb927.10.4720	-1.26
Tb927.10.11980	-1.25
Tb927.7.5780	-1.25
Tb927.5.1360	-1.25
Tb927.6.510	-1.24
Tb09.v1.0500	-1.24
Tb927.8.7110	-1.24
Tb927.5.3450	-1.24
Tb927.1.1980	-1.23
Tb927.6.4840	-1.23
Tb927.4.3110	-1.23
Tb11.01.6580	-1.23
Tb09.v1.0510	-1.23
Tb11.01.1250	-1.23
Tb11.02.1470	-1.23
Tb927.10.11750	-1.22
Tb927.8.2050	-1.22
Tb927.10.15530	-1.22
Tb927.10.2180	-1.22
Tb11.01.7650	-1.22
Tb927.6.2090	-1.21
Tb09.160.1060	-1.21
Tb927.8.1670	-1.21
Tb927.4.5120	-1.21
Tb927.8.4380	-1.21
Tb11.01.1410	-1.20
Tb927.10.15200	-1.20
Tb11.55.0007	-1.20
Tb927.7.5420	-1.20
Tb927.8.3000	-1.20
Tb11.02.0230	-1.19
Tb11.02.2970	-1.19
Tb927.2.5760	-1.19
Tb927.7.740	-1.19
Tb11.50.0003	-1.19
Tb927.7.2420	-1.18
Tb927.10.2330	-1.18
Tb04.3I12.100	-1.18
Tb927.2.2990	-1.18
Tb09.v1.0410	-1.18
Tb927.10.5910	-1.18
Tb11.02.1860	-1.18
Tb927.10.12340	-1.18
Tb927.7.1160	-1.18
Tb927.1.1600	-1.18
Tb11.18.0016	-1.18
Tb927.7.3280	-1.18
Tb927.10.12920	-1.18
Tb927.10.14730	-1.18
Tb927.7.4680	-1.17
Tb11.01.8230	-1.17
Tb927.4.390	-1.17
Tb927.10.4890	-1.17
Tb927.10.15930	-1.17
Tb11.03.0150	-1.17
Tb09.211.1580	-1.17
Tb927.2.4740	-1.17
Tb927.10.330	-1.17
Tb11.01.4810	-1.17
Tb927.8.3020	-1.17
Tb09.160.0530	-1.17
Tb927.5.2470	-1.16
Tb11.03.0020	-1.16
Tb927.7.380	-1.16
Tb927.8.1490	-1.16
Tb927.4.2770	-1.16
Tb927.8.7340	-1.16
Tb11.02.1670	-1.16
Tb11.02.2500	-1.16
Tb11.01.2310	-1.15
Tb11.01.3090	-1.15
Tb927.4.3930	-1.15
Tb927.10.12420	-1.15
Tb09.160.1790	-1.15
Tb927.6.3320	-1.15
Tb09.211.0010	-1.15
Tb927.8.7410	-1.15
Tb927.8.4700	-1.14
Tb927.8.5720	-1.14
Tb09.160.2840	-1.14
Tb927.6.5080	-1.14
Tb927.7.620	-1.14
Tb927.7.2440	-1.14
Tb927.10.3960	-1.14
Tb927.6.2500	-1.14
Tb09.160.0520	-1.14
Tb927.6.4110	-1.14
Tb927.10.520	-1.13
Tb927.7.5160	-1.13
Tb927.5.3410	-1.13
Tb927.5.720	-1.13
Tb927.1.280	-1.13
Tb927.1.1960	-1.13
Tb927.10.13610	-1.13
Tb927.10.8800	-1.13
Tb11.02.1330	-1.12
Tb11.12.0014	-1.12
Tb11.02.1720	-1.12
Tb927.3.5770	-1.12
Tb927.1.2040	-1.12
Tb927.1.1890	-1.12
Tb09.160.2990	-1.12
Tb927.10.7070	-1.12
Tb09.160.4550	-1.12
Tb927.4.5040	-1.12
Tb11.02.5260	-1.11
Tb11.02.3320	-1.11
Tb927.10.2050	-1.11
Tb927.6.1740	-1.11
Tb927.5.3360	-1.11
Tb927.8.3090	-1.11
Tb11.01.5870	-1.10
Tb927.8.4760	-1.10
Tb11.01.8000	-1.09
Tb927.3.5610	-1.09
Tb11.02.1710	-1.09
Tb927.4.3960	-1.09
Tb09.160.2770	-1.08
Tb927.8.5590	-1.08
Tb927.8.7730	-1.08
Tb927.3.3620	-1.08
Tb927.4.400	-1.08
Tb927.1.10	-1.07
Tb927.3.1150	-1.07
Tb927.8.5100	-1.07
Tb927.7.3150	-1.07
Tb11.02.4200	-1.07
Tb927.10.1000	-1.07
Tb927.2.5060	-1.07
Tb927.3.3990	-1.06
Tb927.5.4430	-1.06
Tb927.10.1300	-1.06
Tb11.01.4340	-1.06
Tb11.02.2860	-1.06
Tb11.01.2150	-1.06
Tb927.6.860	-1.06
Tb927.8.5810	-1.05
Tb11.02.3770	-1.05
Tb09.160.3410	-1.05
Tb927.10.11560	-1.05
Tb927.5.2730	-1.05
Tb927.4.1510	-1.05
Tb927.10.10600	-1.05
Tb11.02.5105	-1.05
Tb927.7.6170	-1.04
Tb927.8.4590	-1.04
Tb11.01.6210	-1.04
Tb927.4.2590	-1.04
Tb927.10.12580	-1.04
Tb11.02.2880	-1.03
Tb927.10.8320	-1.03
Tb927.10.10750	-1.03
Tb927.7.2180	-1.03
Tb927.8.2860	-1.03
Tb11.02.0070	-1.03
Tb09.211.4330	-1.03
Tb927.4.2280	-1.03
Tb927.7.1610	-1.03
Tb11.01.1340	-1.03
Tb927.4.330	-1.02
Tb11.02.0020	-1.02
Tb927.10.5660	-1.02
Tb927.8.2020	-1.02
Tb927.7.2950	-1.02
Tb927.10.10180	-1.02
Tb927.7.730	-1.01
Tb927.1.4520	-1.01
Tb11.03.0860	-1.01
Tb927.4.3800	-1.01
Tb927.7.4430	-1.01
Tb927.7.5890	-1.00
Tb927.2.950	-1.00
Tb927.5.2280	-1.00
Tb927.10.10240	-1.00
Tb927.8.2970	-1.00
Tb927.6.2560	-1.00
Tb927.3.5360	-1.00
Tb927.10.6390	-0.99
Tb927.10.13380	-0.99
Tb11.01.0260	-0.99
Tb927.10.3000	-0.99
Tb11.02.0190	-0.99
Tb09.160.4380	-0.99
Tb927.6.4040	-0.99
Tb927.6.420	-0.99
Tb09.211.3870	-0.99
Tb927.7.3360	-0.99
Tb09.160.2090	-0.99
Tb927.7.4970	-0.98
Tb11.01.3030	-0.98
Tb927.6.660	-0.98
Tb927.3.2700	-0.98
Tb927.8.7270	-0.98
Tb927.10.3590	-0.98
Tb11.02.5010	-0.98
Tb11.12.0016	-0.97
Tb11.01.5700	-0.97
Tb09.244.2700	-0.97
Tb11.02.1340	-0.97
Tb11.02.1900	-0.97
Tb927.3.1830	-0.97
Tb927.10.14800	-0.97
Tb11.01.1475	-0.97
Tb11.02.3280	-0.97
Tb927.10.7560	-0.96
Tb927.5.1180	-0.96
Tb927.8.3770	-0.96
Tb11.01.3520	-0.96
Tb927.10.5220	-0.96
Tb927.3.5700	-0.96
Tb927.7.7290	-0.96
Tb11.02.4790	-0.96
Tb927.10.2340	-0.95
Tb927.3.1450	-0.95
Tb09.211.3820	-0.95
Tb09.244.2400	-0.95
Tb927.3.1690	-0.95
Tb927.2.2910	-0.95
Tb927.7.4200	-0.94
Tb927.10.4610	-0.94
Tb927.4.470	-0.94
Tb927.8.6280	-0.94
Tb927.8.5600	-0.94
Tb927.3.2060	-0.94
Tb927.4.730	-0.93
Tb09.211.3490	-0.93
Tb927.1.740	-0.92
Tb11.01.7160	-0.92
Tb11.47.0022	-0.92
Tb09.160.4430	-0.92
Tb09.160.2130	-0.92
Tb927.3.5030	-0.92
Tb927.7.5150	-0.92
Tb927.10.3660	-0.92
Tb11.01.7930	-0.92
Tb927.5.3980	-0.91
Tb927.3.3820	-0.91
Tb927.5.2300	-0.91
Tb11.01.3260	-0.91
Tb927.10.14850	-0.91
Tb11.46.0006	-0.91
Tb927.3.1530	-0.91
Tb09.211.0760	-0.91
Tb927.10.980	-0.91
Tb927.5.1020	-0.90
Tb927.3.1840	-0.90
Tb11.01.5960	-0.90
Tb09.v1.0900	-0.90
Tb927.8.5930	-0.90
Tb927.1.3450	-0.90
Tb927.10.5490	-0.90
Tb927.10.8410	-0.90
Tb927.10.2260	-0.90
Tb09.211.3070	-0.90
Tb09.160.5430	-0.89
Tb11.01.5510	-0.89
Tb09.211.3620	-0.89
Tb927.1.890	-0.89
Tb927.8.6810	-0.89
Tb927.10.2550	-0.89
Tb927.3.4130	-0.88
Tb927.1.1620	-0.88
Tb09.211.4180	-0.88
Tb927.10.6980	-0.88
Tb11.01.7370	-0.88
Tb927.10.10380	-0.88
Tb927.4.3910	-0.88
Tb927.7.2670	-0.88
Tb927.10.9960	-0.88
Tb927.7.960	-0.88
Tb927.3.3400	-0.88
Tb11.47.0001	-0.88
Tb927.3.4220	-0.88
Tb927.7.5660	-0.87
Tb927.3.5110	-0.87
Tb11.55.0020	-0.87
Tb11.01.0010	-0.87
Tb927.7.1560	-0.87
Tb927.10.1990	-0.87
Tb927.10.9360	-0.87
Tb11.01.7410	-0.87
Tb11.01.7090	-0.86
Tb927.6.3530	-0.86
Tb927.10.7470	-0.86
Tb09.211.0310	-0.86
Tb927.3.4120	-0.86
Tb927.10.3810	-0.85
Tb927.10.10800	-0.85
Tb927.4.4870	-0.85
Tb927.1.3290	-0.85
Tb927.10.4240	-0.85
Tb927.4.4200	-0.85
Tb927.3.3950	-0.85
Tb927.5.2020	-0.85
Tb927.10.7360	-0.84
Tb09.211.2720	-0.84
Tb927.8.5770	-0.84
Tb11.46.0013	-0.84
Tb927.4.4520	-0.84
Tb927.3.5590	-0.84
Tb11.03.0310	-0.84
Tb11.02.1990	-0.83
Tb927.7.5860	-0.83
Tb11.01.6430	-0.83
Tb927.3.1160	-0.83
Tb927.1.1820	-0.83
Tb11.01.5740	-0.83
Tb927.5.3690	-0.83
Tb927.10.2250	-0.83
Tb927.8.1830	-0.83
Tb927.7.7310	-0.83
Tb927.4.1220	-0.83
Tb927.7.2720	-0.83
Tb927.10.15940	-0.82
Tb927.2.4200	-0.82
Tb927.10.15980	-0.82
Tb927.3.1100	-0.82
Tb927.3.630	-0.82
Tb927.8.6700	-0.82
Tb927.7.7370	-0.81
Tb11.02.0850	-0.81
Tb11.01.5250	-0.81
Tb09.160.2280	-0.81
Tb927.4.2110	-0.80
Tb927.6.400	-0.80
Tb927.2.1720	-0.80
Tb927.6.3890	-0.80
Tb927.10.2800	-0.80
Tb11.01.4630	-0.80
Tb927.10.6650	-0.80
Tb927.7.5100	-0.80
Tb927.3.830	-0.80
Tb927.1.860	-0.80
Tb927.5.3740	-0.79
Tb927.8.2370	-0.79
Tb927.8.5710	-0.79
Tb927.6.870	-0.79
Tb927.7.7160	-0.78
Tb09.160.3590	-0.78
Tb11.01.8680	-0.78
Tb927.7.5600	-0.78
Tb927.6.4960	-0.78
Tb927.10.12010	-0.78
Tb927.1.1000	-0.77
Tb11.01.2320	-0.77
Tb927.10.12840	-0.77
Tb927.5.3710	-0.77
Tb927.7.4460	-0.77
Tb927.6.2690	-0.77
Tb927.8.8050	-0.77
Tb11.01.5920	-0.76
Tb927.7.3720	-0.76
Tb927.6.2780	-0.76
Tb927.10.610	-0.76
Tb927.8.4150	-0.76
Tb927.10.8280	-0.76
Tb927.1.4280	-0.76
Tb927.5.1540	-0.76
Tb11.46.0011	-0.76
Tb927.7.4090	-0.76
Tb927.6.4140	-0.76
Tb927.4.840	-0.76
Tb09.211.0860	-0.75
Tb09.211.0170	-0.75
Tb11.01.8380	-0.75
Tb927.10.9930	-0.75
Tb927.4.1030	-0.75
Tb927.7.290	-0.75
Tb927.3.5570	-0.75
Tb927.3.3930	-0.75
Tb11.01.0620	-0.74
Tb927.8.4560	-0.74
Tb927.6.3490	-0.74
Tb927.7.520	-0.74
Tb09.211.3400	-0.74
Tb927.8.1420	-0.74
Tb927.7.530	-0.74
Tb11.02.4680	-0.74
Tb09.211.2910	-0.74
Tb927.10.3040	-0.74
Tb11.01.0415	-0.74
Tb927.7.6270	-0.73
Tb927.1.1010	-0.73
Tb927.1.4470	-0.73
Tb927.7.220	-0.73
Tb927.2.2550	-0.73
Tb09.160.0580	-0.73
Tb927.8.2560	-0.73
Tb09.160.3880	-0.73
Tb927.10.10290	-0.73
Tb927.10.9410	-0.72
Tb11.01.1450	-0.72
Tb09.160.2250	-0.72
Tb927.3.2360	-0.72
Tb11.01.7050	-0.72
Tb927.10.6800	-0.72
Tb11.01.7400	-0.72
Tb11.17.0001	-0.72
Tb927.3.2920	-0.72
Tb927.10.3170	-0.71
Tb927.8.4600	-0.71
Tb927.6.2380	-0.71
Tb927.7.600	-0.71
Tb927.4.3300	-0.70
Tb11.01.2300	-0.70
Tb927.8.6060	-0.70
Tb927.8.6650	-0.70
Tb09.211.1850	-0.70
Tb927.6.3620	-0.70
Tb927.10.2290	-0.70
Tb927.5.2630	-0.70
Tb927.10.9490	-0.70
Tb09.160.4610	-0.70
Tb927.6.2630	-0.70
Tb09.211.1690	-0.70
Tb927.1.3350	-0.69
Tb927.4.1990	-0.69
Tb927.7.5540	-0.69
Tb11.03.0475	-0.69
Tb927.6.1520	-0.69
Tb11.01.2440	-0.69
Tb927.7.990	-0.69
Tb927.6.2120	-0.69
Tb927.8.1380	-0.68
Tb927.3.2410	-0.68
Tb09.244.2020	-0.68
Tb11.02.3690	-0.67
Tb927.8.2730	-0.67
Tb927.3.3140	-0.67
Tb927.8.1790	-0.67
Tb927.4.5240	-0.67
Tb11.02.0358	-0.67
Tb09.211.0990	-0.67
Tb927.8.2880	-0.67
Tb927.2.2770	-0.67
Tb927.10.9370	-0.67
Tb11.01.6500	-0.67
Tb11.01.0135	-0.67
Tb927.1.4440	-0.66
Tb927.7.1170	-0.66
Tb927.10.13000	-0.66
Tb927.10.9910	-0.66
Tb11.01.5070	-0.66
Tb11.01.5760	-0.66
Tb927.10.7250	-0.66
Tb11.01.6860	-0.66
Tb927.10.11200	-0.66
Tb09.211.4700	-0.66
Tb927.10.10280	-0.65
Tb927.4.3160	-0.65
Tb11.01.7670	-0.65
Tb927.4.3790	-0.65
Tb11.01.5880	-0.65
Tb927.8.5980	-0.65
Tb927.4.3500	-0.65
Tb11.01.6950	-0.65
Tb11.01.6640	-0.65
Tb927.7.6680	-0.65
Tb11.01.4790	-0.64
Tb927.10.10720	-0.64
Tb11.01.4160	-0.64
Tb927.1.760	-0.64
Tb11.02.0357	-0.64
Tb927.10.6260	-0.63
Tb927.4.510	-0.63
Tb927.10.3080	-0.63
Tb927.8.3520	-0.63
Tb927.10.14920	-0.63
Tb927.10.7090	-0.63
Tb927.3.1740	-0.62
Tb927.7.4230	-0.62
Tb927.10.3880	-0.62
Tb927.3.2970	-0.62
Tb09.160.4290	-0.62
Tb927.6.2830	-0.62
Tb927.7.3120	-0.62
Tb927.8.6300	-0.62
Tb927.7.6370	-0.61
Tb927.10.5650	-0.61
Tb927.6.4430	-0.61
Tb927.4.520	-0.61
Tb11.47.0006	-0.61
Tb09.211.1750	-0.61
Tb927.7.2100	-0.61
Tb11.01.5460	-0.61
Tb927.10.7780	-0.59
Tb927.7.6460	-0.59
Tb927.8.3260	-0.59
Tb927.6.1140	-0.59
Tb927.8.4140	-0.59
Tb927.8.3450	-0.59
Tb927.10.12780	-0.59
Tb927.4.3970	-0.59
Tb11.01.1260	-0.59
Tb09.244.0440	-0.59
Tb927.5.860	-0.59
Tb927.5.1120	-0.59
Tb927.10.430	-0.59
Tb927.5.4120	-0.59
Tb927.10.11720	-0.58
Tb927.5.1410	-0.58
Tb11.02.1510	-0.58
Tb11.02.4535	-0.58
Tb927.6.2540	-0.58
Tb927.7.1030	-0.58
Tb927.7.7270	-0.58
Tb927.8.4250	-0.57
Tb11.01.6850	-0.57
Tb927.8.3580	-0.57
Tb09.160.0940	-0.57
Tb927.4.800	-0.57
Tb927.6.880	-0.57
Tb927.10.6720	-0.56
Tb927.7.3970	-0.56
Tb09.211.0470	-0.56
Tb927.6.3570	-0.56
Tb927.10.4080	-0.56
Tb11.02.2680	-0.56
Tb927.10.9060	-0.56
Tb927.10.10630	-0.56
Tb11.01.3900	-0.56
Tb927.10.6590	-0.55
Tb09.211.1900	-0.55
Tb927.4.4080	-0.55
Tb927.8.2200	-0.55
Tb927.7.3900	-0.55
Tb927.7.260	-0.55
Tb927.10.380	-0.55
Tb927.4.4970	-0.55
Tb927.1.600	-0.55
Tb927.3.1760	-0.55
Tb927.7.3910	-0.54
Tb09.160.5300	-0.54
Tb927.10.15830	-0.54
Tb927.10.5850	-0.54
Tb11.01.8290	-0.54
Tb11.01.2730	-0.54
Tb11.01.0630	-0.54
Tb927.6.630	-0.54
Tb927.8.490	-0.54
Tb927.10.2310	-0.54
